**********
Day 1:
**********

12:00 PM:  CANDYCE FERET arrived at FSC Chick-fil-A and entered Order Line 1.
 6:41 PM:  SHARON SCHMIDTKE arrived at FSC Chick-fil-A and entered Order Line 1.
 6:42 PM:  AMIRA BARKDOLL received all items, paid $29.42, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 6:42 PM:  NAM EASON is at the front of Order Line 3 and is now placing order.
 6:42 PM:  MARCENE WENSKOSKI arrived at FSC Chick-fil-A and entered Order Line 1.
 6:42 PM:  CHAUNCEY GINTY arrived at FSC Chick-fil-A and entered Order Line 2.
 6:42 PM:  ALLISON SIMINO arrived at FSC Chick-fil-A and entered Order Line 3.
 6:43 PM:  JACALYN KUNC is at the front of Order Line 1 and is now placing order.
 6:43 PM:  TRACEY GOINGS received all items, paid $49.07, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 6:43 PM:  HECTOR HOLTMEIER arrived at FSC Chick-fil-A and entered Order Line 2.
 6:43 PM:  AUBREY BEERER arrived at FSC Chick-fil-A and entered Order Line 1.
 6:43 PM:  ARLINE DEMENDONCA arrived at FSC Chick-fil-A and entered Order Line 2.
 6:43 PM:  MAGGIE RAVER arrived at FSC Chick-fil-A and entered Order Line 3.
 6:44 PM:  ERIK HORNANDEZ is at the front of Order Line 2 and is now placing order.
 6:44 PM:  TAKAKO PINNOCK arrived at FSC Chick-fil-A and entered Order Line 1.
 6:45 PM:  BETHANIE ROCHLITZ arrived at FSC Chick-fil-A and entered Order Line 2.
 6:45 PM:  LOGAN SVEHLA arrived at FSC Chick-fil-A and entered Order Line 3.
 6:45 PM:  SHANE COLUCCI arrived at FSC Chick-fil-A and entered Order Line 1.
 6:45 PM:  RUBI BREITENBACH arrived at FSC Chick-fil-A and entered Order Line 2.
 6:46 PM:  LETISHA SCIMECA arrived at FSC Chick-fil-A and entered Order Line 3.
 6:47 PM:  NAM EASON received all items, paid $33.73, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 6:47 PM:  JIMMY HULING arrived at FSC Chick-fil-A and entered Order Line 3.
 6:47 PM:  DANILLE PLOUFFE arrived at FSC Chick-fil-A and entered Order Line 1.
 6:47 PM:  TRAVIS MAVROPOULOS arrived at FSC Chick-fil-A and entered Order Line 2.
 6:48 PM:  JACALYN KUNC received all items, paid $21.77, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 6:48 PM:  ERIK HORNANDEZ received all items, paid $39.55, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 6:48 PM:  HAYDEN MAGNOTTI is at the front of Order Line 3 and is now placing order.
 6:48 PM:  ANISSA DELIBERTO arrived at FSC Chick-fil-A and entered Order Line 1.
 6:48 PM:  ERIKA HUDAS arrived at FSC Chick-fil-A and entered Order Line 2.
 6:48 PM:  PAULENE BENEFIEL arrived at FSC Chick-fil-A and entered Order Line 3.
 6:48 PM:  RENITA VANHOY arrived at FSC Chick-fil-A and entered Order Line 1.
 6:49 PM:  FERNANDA TERRONE is at the front of Order Line 1 and is now placing order.
 6:49 PM:  CAROLINA VACARRO is at the front of Order Line 2 and is now placing order.
 6:49 PM:  CLEMENTINA PRENATT arrived at FSC Chick-fil-A and entered Order Line 2.
 6:50 PM:  FERNANDA TERRONE received all items, paid $27.16, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 6:50 PM:  ALVERA SITH arrived at FSC Chick-fil-A and entered Order Line 1.
 6:50 PM:  DOMINGA STARR arrived at FSC Chick-fil-A and entered Order Line 3.
 6:51 PM:  ELAINE PODRASKY is at the front of Order Line 1 and is now placing order.
 6:51 PM:  KIT TRASPORT arrived at FSC Chick-fil-A and entered Order Line 1.
 6:51 PM:  JEANE ZIEBA arrived at FSC Chick-fil-A and entered Order Line 2.
 6:52 PM:  ELAINE PODRASKY received all items, paid $6.79, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 6:52 PM:  HAYDEN MAGNOTTI received all items, paid $41.44, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 6:53 PM:  WEI BRASSFIELD is at the front of Order Line 1 and is now placing order.
 6:53 PM:  JIMMY GREVISTON is at the front of Order Line 3 and is now placing order.
 6:54 PM:  CAROLINA VACARRO received all items, paid $24.05, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 6:54 PM:  JIMMY GREVISTON received all items, paid $3.30, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 6:55 PM:  BRET SPAGNOLIA is at the front of Order Line 2 and is now placing order.
 6:55 PM:  IZOLA GRADY is at the front of Order Line 3 and is now placing order.
 6:56 PM:  IZOLA GRADY received all items, paid $7.40, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 6:57 PM:  WEI BRASSFIELD received all items, paid $39.45, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 6:57 PM:  BRET SPAGNOLIA received all items, paid $15.60, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 6:57 PM:  YUETTE HANDLEY is at the front of Order Line 3 and is now placing order.
 6:58 PM:  LUCRECIA LAYE is at the front of Order Line 1 and is now placing order.
 6:58 PM:  JOESPH HOERAUF is at the front of Order Line 2 and is now placing order.
 6:58 PM:  YUETTE HANDLEY received all items, paid $21.57, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 6:59 PM:  LUCRECIA LAYE received all items, paid $13.17, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 6:59 PM:  VALLIE COLQUITT is at the front of Order Line 3 and is now placing order.
 7:00 PM:  ORETHA BURFIELD is at the front of Order Line 1 and is now placing order.
 7:02 PM:  ORETHA BURFIELD received all items, paid $17.40, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:02 PM:  JOESPH HOERAUF received all items, paid $22.53, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:02 PM:  VALLIE COLQUITT received all items, paid $22.48, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:03 PM:  GRISELDA BRIEL is at the front of Order Line 1 and is now placing order.
 7:03 PM:  CLARA RUBENS is at the front of Order Line 2 and is now placing order.
 7:03 PM:  GERRY CHIAMINTO is at the front of Order Line 3 and is now placing order.
 7:04 PM:  GRISELDA BRIEL received all items, paid $3.70, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:05 PM:  MICHEAL LAVETTE is at the front of Order Line 1 and is now placing order.
 7:06 PM:  MICHEAL LAVETTE received all items, paid $4.05, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:07 PM:  MARIANELA CONNEELY is at the front of Order Line 1 and is now placing order.
 7:07 PM:  CLARA RUBENS received all items, paid $24.68, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:07 PM:  GERRY CHIAMINTO received all items, paid $41.71, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:08 PM:  HILDRED MERHAR is at the front of Order Line 2 and is now placing order.
 7:08 PM:  CHUNG BRIARE is at the front of Order Line 3 and is now placing order.
 7:10 PM:  MARIANELA CONNEELY received all items, paid $24.16, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:11 PM:  HILDA PARSELLS is at the front of Order Line 1 and is now placing order.
 7:12 PM:  HILDRED MERHAR received all items, paid $23.86, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:12 PM:  CHUNG BRIARE received all items, paid $33.99, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:13 PM:  PANSY WICKSTROM is at the front of Order Line 2 and is now placing order.
 7:13 PM:  DOMINGA LELACHEUR is at the front of Order Line 3 and is now placing order.
 7:14 PM:  HILDA PARSELLS received all items, paid $32.81, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:14 PM:  DOMINGA LELACHEUR received all items, paid $9.87, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:15 PM:  DIVINA LOREN is at the front of Order Line 1 and is now placing order.
 7:15 PM:  PANSY WICKSTROM received all items, paid $33.77, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:15 PM:  MADONNA SPRANG is at the front of Order Line 3 and is now placing order.
 7:16 PM:  EUSEBIA BRALY is at the front of Order Line 2 and is now placing order.
 7:19 PM:  DIVINA LOREN received all items, paid $32.58, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:19 PM:  EUSEBIA BRALY received all items, paid $19.10, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:20 PM:  RUDOLPH MALANDRUCCOLO is at the front of Order Line 1 and is now placing order.
 7:20 PM:  GISELA PAVELLA is at the front of Order Line 2 and is now placing order.
 7:20 PM:  MADONNA SPRANG received all items, paid $52.37, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:21 PM:  GISELA PAVELLA received all items, paid $12.20, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:21 PM:  CHRISTA FIEBELKORN is at the front of Order Line 3 and is now placing order.
 7:22 PM:  LARONDA MAJEED is at the front of Order Line 2 and is now placing order.
 7:25 PM:  RUDOLPH MALANDRUCCOLO received all items, paid $32.40, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:26 PM:  LEVI KREFFT is at the front of Order Line 1 and is now placing order.
 7:26 PM:  CHRISTA FIEBELKORN received all items, paid $35.86, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:27 PM:  LARONDA MAJEED received all items, paid $59.10, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:27 PM:  DANITA SLAVEN is at the front of Order Line 3 and is now placing order.
 7:28 PM:  LEVI KREFFT received all items, paid $40.33, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:28 PM:  CHASTITY SUPERNAULT is at the front of Order Line 2 and is now placing order.
 7:29 PM:  MAUDIE TROESTER is at the front of Order Line 1 and is now placing order.
 7:29 PM:  DANITA SLAVEN received all items, paid $18.56, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:30 PM:  LAWERENCE GOLABEK is at the front of Order Line 3 and is now placing order.
 7:32 PM:  MAUDIE TROESTER received all items, paid $30.91, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:32 PM:  CHASTITY SUPERNAULT received all items, paid $28.11, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:33 PM:  ALEXIA MAHN is at the front of Order Line 1 and is now placing order.
 7:33 PM:  MERILYN STEPNOWSKI is at the front of Order Line 2 and is now placing order.
 7:35 PM:  LAWERENCE GOLABEK received all items, paid $48.09, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:36 PM:  TINA HUERTA is at the front of Order Line 3 and is now placing order.
 7:38 PM:  ALEXIA MAHN received all items, paid $46.53, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:38 PM:  MERILYN STEPNOWSKI received all items, paid $35.27, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:39 PM:  JANICE LERMOND is at the front of Order Line 1 and is now placing order.
 7:39 PM:  LETISHA CLEARK is at the front of Order Line 2 and is now placing order.
 7:40 PM:  LETISHA CLEARK received all items, paid $6.10, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:41 PM:  CHANDRA KEHN is at the front of Order Line 2 and is now placing order.
 7:41 PM:  TINA HUERTA received all items, paid $53.96, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:42 PM:  JANICE LERMOND received all items, paid $38.91, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:42 PM:  LYNELL HUHTASAARI is at the front of Order Line 3 and is now placing order.
 7:43 PM:  CHASITY ATTANASIO is at the front of Order Line 1 and is now placing order.
 7:45 PM:  CHASITY ATTANASIO received all items, paid $5.15, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:45 PM:  LYNELL HUHTASAARI received all items, paid $44.92, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:46 PM:  ELIA FLUMMER is at the front of Order Line 1 and is now placing order.
 7:46 PM:  CHANDRA KEHN received all items, paid $46.49, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:46 PM:  KASANDRA CORPORON is at the front of Order Line 3 and is now placing order.
 7:47 PM:  ELIA FLUMMER received all items, paid $17.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:47 PM:  MICAH WONDER is at the front of Order Line 2 and is now placing order.
 7:48 PM:  JARVIS YVON is at the front of Order Line 1 and is now placing order.
 7:48 PM:  KASANDRA CORPORON received all items, paid $8.01, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:49 PM:  HIRAM CALCO is at the front of Order Line 3 and is now placing order.
 7:50 PM:  HIRAM CALCO received all items, paid $12.60, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:51 PM:  MICAH WONDER received all items, paid $34.50, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:51 PM:  PIPER CETTA is at the front of Order Line 3 and is now placing order.
 7:52 PM:  JARVIS YVON received all items, paid $41.75, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:52 PM:  RIGOBERTO RAMBERT is at the front of Order Line 2 and is now placing order.
 7:53 PM:  TRACI LANZA is at the front of Order Line 1 and is now placing order.
 7:54 PM:  TRACI LANZA received all items, paid $1.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:55 PM:  LENNY HASS is at the front of Order Line 1 and is now placing order.
 7:56 PM:  RIGOBERTO RAMBERT received all items, paid $28.34, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:56 PM:  PIPER CETTA received all items, paid $40.18, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:57 PM:  ROBBI ERIN is at the front of Order Line 2 and is now placing order.
 7:57 PM:  JULISSA GELINEAU is at the front of Order Line 3 and is now placing order.
 7:58 PM:  JULISSA GELINEAU received all items, paid $4.77, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 7:59 PM:  LENNY HASS received all items, paid $46.16, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 7:59 PM:  ROBBI ERIN received all items, paid $19.53, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 7:59 PM:  JEANNETTE LOCEY is at the front of Order Line 3 and is now placing order.
 8:00 PM:  MANUAL PLEMMONS is at the front of Order Line 1 and is now placing order.
 8:00 PM:  ALEX WHITELY is at the front of Order Line 2 and is now placing order.
 8:02 PM:  ALEX WHITELY received all items, paid $35.70, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:03 PM:  MANUAL PLEMMONS received all items, paid $24.59, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:03 PM:  DENISE QUINTON is at the front of Order Line 2 and is now placing order.
 8:03 PM:  JEANNETTE LOCEY received all items, paid $41.07, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:04 PM:  KATHARINA RISIUS is at the front of Order Line 1 and is now placing order.
 8:04 PM:  SHANELL ADORNO is at the front of Order Line 3 and is now placing order.
 8:06 PM:  SHANELL ADORNO received all items, paid $15.51, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:07 PM:  MOZELLE GEURTS is at the front of Order Line 3 and is now placing order.
 8:08 PM:  KATHARINA RISIUS received all items, paid $22.45, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:08 PM:  DENISE QUINTON received all items, paid $36.60, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:09 PM:  KLARA MCMILLON is at the front of Order Line 1 and is now placing order.
 8:09 PM:  MAGGIE HOLCOMB is at the front of Order Line 2 and is now placing order.
 8:09 PM:  MOZELLE GEURTS received all items, paid $28.95, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:10 PM:  KLARA MCMILLON received all items, paid $7.40, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:10 PM:  KOREY CHISOM is at the front of Order Line 3 and is now placing order.
 8:11 PM:  BILLY KOWNACKI is at the front of Order Line 1 and is now placing order.
 8:14 PM:  MAGGIE HOLCOMB received all items, paid $38.46, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:15 PM:  LAYNE CAVALLERO is at the front of Order Line 2 and is now placing order.
 8:15 PM:  KOREY CHISOM received all items, paid $40.52, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:16 PM:  BILLY KOWNACKI received all items, paid $41.29, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:16 PM:  ROSY PALCZYNSKI is at the front of Order Line 3 and is now placing order.
 8:17 PM:  TANESHA MCDORMAN is at the front of Order Line 1 and is now placing order.
 8:18 PM:  ROSY PALCZYNSKI received all items, paid $14.10, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:19 PM:  JILLIAN BALLAN is at the front of Order Line 3 and is now placing order.
 8:20 PM:  TANESHA MCDORMAN received all items, paid $33.48, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:20 PM:  LAYNE CAVALLERO received all items, paid $38.08, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:21 PM:  TRENTON YEAH is at the front of Order Line 1 and is now placing order.
 8:21 PM:  MARTY CHERRETTE is at the front of Order Line 2 and is now placing order.
 8:22 PM:  JILLIAN BALLAN received all items, paid $14.43, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:23 PM:  SKYE BALDIVIA is at the front of Order Line 3 and is now placing order.
 8:24 PM:  MARTY CHERRETTE received all items, paid $11.35, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:24 PM:  SKYE BALDIVIA received all items, paid $9.87, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:25 PM:  JOYCE RAPPA is at the front of Order Line 2 and is now placing order.
 8:25 PM:  PEARL LILJENQUIST is at the front of Order Line 3 and is now placing order.
 8:26 PM:  TRENTON YEAH received all items, paid $58.27, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:27 PM:  TERRY AMSBAUGH is at the front of Order Line 1 and is now placing order.
 8:28 PM:  JOYCE RAPPA received all items, paid $8.99, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:29 PM:  HANG ESTUS is at the front of Order Line 2 and is now placing order.
 8:29 PM:  PEARL LILJENQUIST received all items, paid $53.27, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:30 PM:  TERRY AMSBAUGH received all items, paid $37.19, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:30 PM:  TAMELA BLAKESLEY is at the front of Order Line 3 and is now placing order.
 8:31 PM:  ERMELINDA GULLIXSON is at the front of Order Line 1 and is now placing order.
 8:33 PM:  HANG ESTUS received all items, paid $31.39, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:34 PM:  ERMELINDA GULLIXSON received all items, paid $24.24, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:34 PM:  JACKELYN REIDY is at the front of Order Line 2 and is now placing order.
 8:35 PM:  CAROLA CAGLEY is at the front of Order Line 1 and is now placing order.
 8:35 PM:  TAMELA BLAKESLEY received all items, paid $51.04, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:36 PM:  TAISHA DEVON is at the front of Order Line 3 and is now placing order.
 8:37 PM:  CAROLA CAGLEY received all items, paid $23.97, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:37 PM:  TAISHA DEVON received all items, paid $4.77, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:38 PM:  SKYE KESSNER is at the front of Order Line 1 and is now placing order.
 8:38 PM:  JACKELYN REIDY received all items, paid $36.36, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:38 PM:  MADIE RUSIECKI is at the front of Order Line 3 and is now placing order.
 8:39 PM:  SHANNON MALLACARA is at the front of Order Line 2 and is now placing order.
 8:41 PM:  MADIE RUSIECKI received all items, paid $21.62, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:42 PM:  SHANNON MALLACARA received all items, paid $32.71, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:42 PM:  SALLIE SHOTKOSKI is at the front of Order Line 3 and is now placing order.
 8:43 PM:  SKYE KESSNER received all items, paid $73.67, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:43 PM:  MAXIMINA LANGMYER is at the front of Order Line 2 and is now placing order.
 8:44 PM:  REYNA TETLEY is at the front of Order Line 1 and is now placing order.
 8:44 PM:  SALLIE SHOTKOSKI received all items, paid $14.85, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:45 PM:  MAXIMINA LANGMYER received all items, paid $33.67, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:45 PM:  AZUCENA PAYENDA is at the front of Order Line 3 and is now placing order.
 8:46 PM:  VINCENZA BROY is at the front of Order Line 2 and is now placing order.
 8:47 PM:  AZUCENA PAYENDA received all items, paid $18.30, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:48 PM:  VINCENZA BROY received all items, paid $5.98, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:48 PM:  ESTEFANA SIVIE is at the front of Order Line 3 and is now placing order.
 8:49 PM:  REYNA TETLEY received all items, paid $53.81, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:49 PM:  SETSUKO PROSPAL is at the front of Order Line 2 and is now placing order.
 8:50 PM:  RHEA BEREZNAK is at the front of Order Line 1 and is now placing order.
 8:50 PM:  ESTEFANA SIVIE received all items, paid $10.75, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:51 PM:  QUINCY BELOTE is at the front of Order Line 3 and is now placing order.
 8:52 PM:  SETSUKO PROSPAL received all items, paid $81.96, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:53 PM:  MING OREA is at the front of Order Line 2 and is now placing order.
 8:55 PM:  RHEA BEREZNAK received all items, paid $59.34, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:55 PM:  MING OREA received all items, paid $12.95, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:56 PM:  EMILEE SAVINA is at the front of Order Line 1 and is now placing order.
 8:56 PM:  MARLO SKAER is at the front of Order Line 2 and is now placing order.
 8:56 PM:  QUINCY BELOTE received all items, paid $27.77, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 8:57 PM:  MARLO SKAER received all items, paid $17.85, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 8:57 PM:  HIROKO HEACOX is at the front of Order Line 3 and is now placing order.
 8:58 PM:  EMILEE SAVINA received all items, paid $20.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 8:58 PM:  ONA MAINORD is at the front of Order Line 2 and is now placing order.
 8:59 PM:  SHARON SCHMIDTKE is at the front of Order Line 1 and is now placing order.
 8:59 PM:  ONA MAINORD received all items, paid $11.90, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:00 PM:  KASEY HOOLEY is at the front of Order Line 2 and is now placing order.
 9:00 PM:  HIROKO HEACOX received all items, paid $11.26, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:01 PM:  ALLISON SIMINO is at the front of Order Line 3 and is now placing order.
 9:02 PM:  SHARON SCHMIDTKE received all items, paid $20.68, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:02 PM:  KASEY HOOLEY received all items, paid $10.15, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:03 PM:  MARCENE WENSKOSKI is at the front of Order Line 1 and is now placing order.
 9:03 PM:  ARCELIA HUSMANN is at the front of Order Line 2 and is now placing order.
 9:03 PM:  ALLISON SIMINO received all items, paid $14.65, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:04 PM:  MAGGIE RAVER is at the front of Order Line 3 and is now placing order.
 9:06 PM:  MAGGIE RAVER received all items, paid $15.05, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:07 PM:  ARCELIA HUSMANN received all items, paid $33.56, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:07 PM:  LOGAN SVEHLA is at the front of Order Line 3 and is now placing order.
 9:08 PM:  MARCENE WENSKOSKI received all items, paid $79.29, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:08 PM:  CHAUNCEY GINTY is at the front of Order Line 2 and is now placing order.
 9:09 PM:  AUBREY BEERER is at the front of Order Line 1 and is now placing order.
 9:10 PM:  LOGAN SVEHLA received all items, paid $24.80, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:11 PM:  CHAUNCEY GINTY received all items, paid $22.44, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:11 PM:  LETISHA SCIMECA is at the front of Order Line 3 and is now placing order.
 9:12 PM:  HECTOR HOLTMEIER is at the front of Order Line 2 and is now placing order.
 9:14 PM:  AUBREY BEERER received all items, paid $54.73, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:15 PM:  TAKAKO PINNOCK is at the front of Order Line 1 and is now placing order.
 9:15 PM:  HECTOR HOLTMEIER received all items, paid $45.92, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:16 PM:  ARLINE DEMENDONCA is at the front of Order Line 2 and is now placing order.
 9:16 PM:  LETISHA SCIMECA received all items, paid $20.09, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:17 PM:  JIMMY HULING is at the front of Order Line 3 and is now placing order.
 9:18 PM:  TAKAKO PINNOCK received all items, paid $26.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:18 PM:  JIMMY HULING received all items, paid $4.95, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:19 PM:  SHANE COLUCCI is at the front of Order Line 1 and is now placing order.
 9:19 PM:  ARLINE DEMENDONCA received all items, paid $44.80, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:19 PM:  PAULENE BENEFIEL is at the front of Order Line 3 and is now placing order.
 9:20 PM:  BETHANIE ROCHLITZ is at the front of Order Line 2 and is now placing order.
 9:23 PM:  SHANE COLUCCI received all items, paid $50.23, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:23 PM:  PAULENE BENEFIEL received all items, paid $22.65, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:24 PM:  DANILLE PLOUFFE is at the front of Order Line 1 and is now placing order.
 9:24 PM:  DOMINGA STARR is at the front of Order Line 3 and is now placing order.
 9:25 PM:  BETHANIE ROCHLITZ received all items, paid $63.17, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:26 PM:  DANILLE PLOUFFE received all items, paid $14.90, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:26 PM:  RUBI BREITENBACH is at the front of Order Line 2 and is now placing order.
 9:26 PM:  DOMINGA STARR received all items, paid $32.96, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 9:27 PM:  ANISSA DELIBERTO is at the front of Order Line 1 and is now placing order.
 9:28 PM:  ANISSA DELIBERTO received all items, paid $3.10, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:28 PM:  RUBI BREITENBACH received all items, paid $19.88, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:29 PM:  RENITA VANHOY is at the front of Order Line 1 and is now placing order.
 9:29 PM:  TRAVIS MAVROPOULOS is at the front of Order Line 2 and is now placing order.
 9:32 PM:  RENITA VANHOY received all items, paid $27.36, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:33 PM:  ALVERA SITH is at the front of Order Line 1 and is now placing order.
 9:34 PM:  ALVERA SITH received all items, paid $20.37, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 9:34 PM:  TRAVIS MAVROPOULOS received all items, paid $35.20, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:35 PM:  KIT TRASPORT is at the front of Order Line 1 and is now placing order.
 9:35 PM:  ERIKA HUDAS is at the front of Order Line 2 and is now placing order.
 9:36 PM:  KIT TRASPORT received all items, paid $3.05, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
